pfax5gMOfmA#96720,"A middle-aged woman with black curly hair. She has dark skin, black eyes, and a neutral facial expression. She is wearing a necklace, blue blouse, nose ring and hoop earrings. The woman is on a porch with several trees in the background and a glass door in the house.","A middle-aged woman with black curly hair. She has dark skin, black eyes, and a neutral facial expression. She is wearing a necklace, blue blouse, nose ring and hoop earrings. The woman is on a porch with several trees in the background and a glass door in the house.","A middle-aged woman with black curly hair. She has dark skin, black eyes, and a neutral facial expression. She is wearing a necklace, blue blouse, nose ring and hoop earrings. The woman is on a porch with several trees in the background and a glass door in the house."
w5Ow74kSBIs#18720,There is a woman with fair skin. Her facial expression is blank. She has black eyes and long wavy blonde hair. The woman has her eyebrows done and is also wearing makeup and a black blouse. She's in an office with a vase of plants and pictures on the white wall in the background.,There is a woman with fair skin. Her facial expression is blank. She has black eyes and long wavy blonde hair. The woman has f-brows and is also wearing makeup and a black blouse. She's in an office with a vase of plants and pictures on the white wall in the background.,There is a woman with fair skin and a serious facial expression. She has black eyes and long wavy blonde hair. The woman is wearing makeup and she is wearing black blouse. She's in an office with a vase of plants and pictures on the white wall in the background.
gwdONQ7cPRw#67800,"There is a young woman with fair skin. Her facial expression is blank. She has black eyes and short straight blonde hair. The woman is wearing makeup, a black scarf in her hair and a red blouse. The background is blurry.","In the photograph there is a woman with fair skin. Her facial expression is neutral. She has black eyes and short straight blonde hair. The woman is wearing makeup, a black scarf in her hair and a red blouse. The background is blurry.","In the photograph there is a woman with fair skin. Her facial expression is neutral. She has black eyes and short straight blonde hair. The woman is wearing makeup, a black scarf in her hair and a red blouse. ."
eGrMRzA0nzc#75840,A woman with white skin and straight brown hair. Her facial expression is blank and she has brown eyes. The woman is wearing a black blouse and white headphones. She's in a room with blue and yellow paintings on the white wall in the background.,A woman with white skin and straight brown hair. Her facial expression is blank and she has brown eyes. The woman is wearing headphones and she is wearing black blouse. She's in a room with blue and yellow paintings on the white wall in the background.,A woman with white skin and straight brown hair. Her facial expression is blank and she has brown eyes. The woman is wearing headphones and she is wearing black blouse. She's in a room with blue and yellow paintings on the white wall in the background.
J0om0M-oEv0#33480,A young Caucasian woman with a neutral facial expression. She has long straight black hair and black eyes. The woman is making hand gestures and is wearing a red shirt. She's in a room with a plant on the white wall in the background.,A young Caucasian woman with a neutral facial expression. She has long straight black hair and black eyes. The woman is making hand gestures and she is wearing a red shirt. The woman is in a room with a plant on the white wall in the background.,A young Caucasian woman with a neutral facial expression. She has long straight black hair and black eyes. The woman is making hand gestures and she is wearing a red shirt. The woman is in a room with a plant on the back wall.
R3T9aydLtEg#24840,"A woman with fair skin speaking. Her hair is long, wavy and brown and her eyes are brown. The woman is wearing a black shirt. She is wearing makeup, glasses, earrings and white headphones. She is in a living room with paintings and a television in the background against the blue wall.","A woman with fair skin speaking. Her hair is long, wavy and brown and her eyes are brown. The woman is wearing a black shirt. She is wearing makeup, glasses, earrings and white headphones. She is in a living room with paintings, objects and a television in the background on the blue wall.","A woman with fair skin and a serious facial expression. Her hair is long wavy brown and her eyes are brown. The woman is wearing a black shirt. She is wearing makeup, glasses, earrings and white headphones. She is in a living room with paintings, objects and a television in the background on the blue wall."
fh6EYM-Eg3k#19080,"A middle-aged man with short straight gray hair. His skin is fair, he has black eyes, a gray beard, and a neutral facial expression. The man is wearing a blue turtleneck shirt and he is wearing black headphones and eyeglasses. In the background there is a white wall.","A middle-aged man with short straight gray hair. His skin is fair, he has black eyes, a gray beard, and a neutral facial expression. The man is wearing a blue turtleneck shirt and he is wearing black headphones and eyeglasses. In the background there is a white wall.","A middle-aged man with short straight gray hair. His skin is fair, he has black eyes, a gray beard, and a neutral facial expression. The man is wearing a blue turtleneck shirt and he is wearing black headphones and eyeglasses. In the background there is a white wall."
NFkrf2gWA0s#42840,"In the picture there is a man with white skin. His facial expression is neutral. He has brown eyes and a full black beard. The man is wearing a black cap, black headphones and a black shirt. He is in a living room with a black sofa, potted plants, a table in the center and closed windows.","In the picture there is a man with white skin. His facial expression is serious. He has brown eyes and a full black beard. The man is wearing a black cap, black headphones and a black shirt. He is in a living room with a black sofa, potted plants, a table in the center and closed windows.","In the picture there is a man with white skin. His facial expression is serious. He has brown eyes and a full black beard. The man is wearing a black cap, black headphones and a black shirt. He is in a living room with a black sofa, potted plants, a table in the center and closed windows."
vmAQge3PLgA#109200,"A woman with white skin and a serious facial expression. She has long straight blonde hair and her eyes are light. The woman is wearing a black shirt and she is wearing necklaces, earrings and makeup. She is in a room with paintings and a white table in the background.","A woman with white skin and a serious facial expression. She has long straight blonde hair and her eyes are light. The woman is wearing a black shirt and she is wearing necklaces, earrings and makeup. She is in a room with paintings, objects and a white table in the background.","A woman with fair skin and a serious facial expression. She has long straight blonde hair and her eyes are light. The woman is wearing a black shirt and she is wearing necklaces, earrings and makeup. She is in a room with paintings, objects and a white table in the background."
AiI9J_3VzzY#35640,"A woman with white skin and a serious facial expression. She has straight brown hair tied back and black eyes. The woman is wearing red makeup and headphones, and she is wearing a black blazer and a lace blouse with a white collar. She's in a room with a gray curtain, shelves of books and pictures on the white wall in the background.","A woman with white skin and a serious facial expression. She has straight brown hair tied back and black eyes. The woman is wearing red makeup and headphones, and she is wearing a black blazer and a lace blouse with a white collar. She's in a room with a gray curtain, shelves of books and pictures on the white wall in the background.","A woman with fair skin and a serious facial expression. She has straight brown hair tied back and black eyes. The woman is wearing red makeup and headphones, and she is wearing a black blazer and a lace blouse with a white collar. She's in a room with a gray curtain, shelves of books and pictures on the white wall in the background."
CnYSJn-h1oQ#28680,"A man with fair skin and a cheerful facial expression. He has short straight brown hair, black eyes and a light brown beard. He is wearing a red collared shirt with white stripes. He is in a room with a white wall in the background.","A man with fair skin and a cheerful facial expression. He has short straight brown hair, black eyes and a light brown beard. He is wearing a red collared shirt with white stripes. He is in a room with a white wall in the background.","A man with fair skin and a cheerful facial expression. He has short straight brown hair, black eyes and a light brown beard. He is wearing a red collared shirt with white stripes. He is in a room with a white wall in the background."
q6Ar_Bc7rTM#40440,"A bald middle-aged man. His skin is fair, he has brown eyes and a neutral facial expression. The man is wearing a blue dress shirt and he is wearing glasses. He's in an office with pictures on the back wall.","A bald middle-aged man. His skin is fair, he has brown eyes and a neutral facial expression. The man is wearing a blue dress shirt and he is wearing glasses. He's in an office with pictures on the back wall.","A bald middle-aged man. His skin is fair, he has brown eyes and a neutral facial expression. The man is wearing a blue dress shirt and he is wearing glasses. He's in an office with pictures on the back wall."
FQqzr5k1piU#167160,"A middle-aged man with short straight brown hair. His skin is fair, he has black eyes, a gray beard and a sad facial expression. The man wearing a white dress shirt, tie and a black suit over it, and is wearing glasses. In the background is a bookcase and a wooden table.","A middle-aged man with short straight brown hair. His skin is fair, he has black eyes, a gray beard and a sad facial expression. The man wearing a white dress shirt, tie and a black suit over it, and is wearing glasses. In the background is a bookcase and a wooden table.","A middle-aged man with short straight brown hair. His skin is fair, he has black eyes, a gray beard and a sad facial expression. The man wearing a white dress shirt, tie and a black suit over it, and is wearing glasses. In the background is a bookcase and a wooden table."
4An4Da0VAeM#114720,"A man with dark skin and a cheerful facial expression. He has short curly black hair, a full black beard, and black eyes. He is wearing a red shirt. In the background there is a white wall.","A man with dark skin and a cheerful facial expression. He has short curly black hair, a full black beard, and black eyes. He is wearing a red shirt. In the background there is a white wall.","A man with dark skin and a cheerful facial expression. He has short curly black hair, a full black beard, and black eyes. He is wearing a red shirt. In the background there is a white wall."
rLCFXvm1_2Q#103320,Image of a woman with white skin and a neutral facial expression. She has black eyes and long straight blonde hair. The woman is wearing a white lace blouse and she is wearing earrings and makeup. In the background there is a white wall.,Image of a woman with white skin and a neutral facial expression. She has black eyes and long straight blonde hair. The woman is wearing a white lace blouse and she is wearing earrings and makeup. In the background there is a white wall.,Image of a woman with white skin and a neutral facial expression. She has black eyes and long straight blonde hair. The woman is wearing a white lace blouse and she is wearing earrings and makeup. In the background there is a white wall.
2E77n4giKN0#57960,"Image of a woman with white skin. Her facial expression is serious. She has black eyes and long straight white hair. The woman is wearing a pink blouse and a black shirt underneath and she is wearing glasses. She is in a room with a window, several paintings on the wall and a printer in the background.","Image of a white-skinned woman. Her facial expression is serious. She has black eyes and long straight white hair. The woman is wearing a pink blouse and a black shirt underneath and she is wearing glasses. She is in a room with a window, several paintings on the wall and a printer in the background.","Image of a woman with fair skin and a serious facial expression. She has black eyes and long straight white hair. The woman is wearing a pink blouse and a black shirt underneath and she is wearing glasses. She is in a room with a window, several paintings on the wall and a printer in the background."
CnYSJn-h1oQ#125040,Image of a woman with white skin. The woman is empty. She has long straight blonde hair and she has her eyes closed. The woman is wearing a white shirt and is wearing makeup. The bottom of it is blurry.,Image of a woman with white skin. The woman is empty. She has long straight blonde hair and she has her eyes closed. The woman is wearing a white shirt and is wearing makeup. .,Image of a woman with fair skin and a cheerful facial expression. She has long straight blonde hair and she has her eyes closed. The woman is wearing a white shirt and she is wearing makeup.
Igvuqerth6U#39000,Image of a woman with white skin. The woman is serious. She has brown eyes and long straight brown hair. The woman is wearing a white shirt and she is wearing makeup and a necklace. She is in a room with pictures on the white wall.,Image of a woman with white skin and a serious facial expression. She has brown eyes and long straight brown hair. The woman is wearing a white shirt and she is wearing makeup and a necklace. She is in a room with pictures on the white wall.,Image of a woman with white skin and a serious facial expression. She has brown eyes and long straight brown hair. The woman is wearing a white shirt and she is wearing makeup and a necklace. She's in a room with pictures on the wall.
FQqzr5k1piU#45960,An elderly man with brown skin and a blank facial expression. He has short wavy gray hair and black eyes. The man is wearing a white dress shirt. The man is in a room with a white wall in the background.,An elderly man with brown skin and a blank facial expression. He has short wavy gray hair and black eyes. The man is wearing a white dress shirt. The man is in a room with a white wall in the background.,An elderly man with brown skin and a blank facial expression. He has short wavy gray hair and black eyes. The man is wearing a white dress shirt. The man is in a room with a white wall in the background.
Pv6Q8B3Y7lI#78000,"The photo shows a middle-aged woman with fair skin. Her hair is long, wavy and brown and her eyes are brown. The woman is wearing a blouse with black and white stripes. In the background there is a bookshelf and paintings on the white wall.","The photo shows a middle-aged woman with fair skin. Her hair is long, wavy and brown and her eyes are brown. The woman is wearing a blouse with black and white stripes. In the background there is a bookshelf and paintings on the white wall.",The photo shows a middle-aged woman with fair skin. Her hair is long wavy brown and her eyes are brown. The woman is wearing a blouse with black and white stripes. In the background there is a bookshelf and paintings on the white wall.
MbBNFrucxUQ#110520,"In the photo there is a black woman. Her facial expression is blank. She has black eyes and long, curly brown hair. She is made up. The woman is wearing a black blouse and she is wearing white headphones and a necklace. She is in a living room with a sofa, a mirror and paintings in the background.","In the photo there is a black woman. Her facial expression is blank. She has black eyes and her hair is curly brown, it is tied up. She is made up. The woman is wearing a black blouse and she is wearing white headphones and a necklace. She is in a living room with a sofa, a mirror with lights around it and paintings in the background.","In the photo there is a black woman with a neutral facial expression. She has black eyes and her hair is curly brown, it's tied up. She is made up. The woman is wearing a black blouse and she is wearing white headphones and a necklace. She is in a living room with a sofa, a mirror with lights around it and paintings in the background."
gBGBkllBMyg#129000,"A middle-aged man with curly gray hair. His skin is black, he has black eyes, a wispy gray beard, and a blank facial expression. The man is wearing a black suit over a black dress shirt and he is wearing glasses. He is in a room with a very large bookcase in the background.","A middle-aged man with curly gray hair. His skin is black, he has black eyes, a wispy gray beard, and a blank facial expression. The man is wearing a black suit over a black dress shirt and he is wearing glasses. He's in a room with a bookcase behind it. .","A middle-aged man with curly gray hair. His skin is black, he has black eyes, a wispy gray beard, and a blank facial expression. The man is wearing a black suit over a black dress shirt and he is wearing glasses. He's in a room with a bookcase behind it. ."
ba6A6ciO-pI#6240,"A man with fair skin. He is smiling. His eyes are black, he has short straight black hair and a gray beard. The man is wearing white headphones and is wearing a blue dress shirt with white stripes. He's in an office with a bookshelf in the background.",A man with fair skin. He is smiling. He has short straight black hair and a gray beard. The man is wearing white headphones and is wearing a blue dress shirt with white stripes. He's in an office with a bookshelf in the background.,A man with fair skin smiling. He has short straight black hair and a gray beard. The man is wearing white headphones and he is wearing blue dress shirt with white stripes. He's in an office with a bookshelf in the background.
HoS8ps2GZL4#33240,"In the picture is an elderly man with fair skin and a blank facial expression. His hair is straight gray and his eyes are black. He's wearing a brown blazer and a blue dress shirt underneath, and he's wearing glasses. He is in a room with paintings on the white wall in the background.","In the picture is an elderly man with fair skin and a blank facial expression. His hair is straight gray and his eyes are black. He's wearing a brown blazer and a blue dress shirt underneath, and he's wearing glasses. He's in a room with paintings on the back wall.","In the picture is an elderly man with fair skin and a blank facial expression. His hair is straight gray and his eyes are black. He's wearing a brown blazer and a blue dress shirt underneath, and he's wearing glasses. The man is in a room with pictures on the wall in the background."
2E77n4giKN0#21000,"The photo shows a woman with fair skin. Her hair is long straight blonde and her eyes are black. The woman is wearing a gray blazer and she is wearing a necklace. She is in a room with a window, a bookcase and a ceiling fan in the background.","The photo shows a fair-skinned woman with a serious expression. Her hair is long straight blonde and her eyes are black. The woman is wearing a gray blazer and she is wearing a necklace. She is in a room with a window, a bookcase and a ceiling fan in the background.","The photo shows a fair-skinned woman with a serious expression. Her hair is long straight blonde and her eyes are black. The woman is wearing a gray blazer and she is wearing a necklace. She is in a room with a window, a bookcase and a ceiling fan in the background."
uog8fY-QVvE#75240,"A man with fair skin. His facial expression is blank. His hair is long straight brown, his eyes are brown, and he has a wispy gray beard. The man is wearing glasses and a white dress shirt. He's in the room with a bookcase in the background.","A man with fair skin. His facial expression is blank. His hair is long straight brown, his eyes are brown, and he has a wispy gray beard. The man is wearing glasses and a white dress shirt. He's in the room with a bookcase in the background.","A man with fair skin and a neutral facial expression. His hair is long straight brown, his eyes are brown and he has a wispy gray beard. The man is wearing glasses and he is wearing a white dress shirt. He's in the room with a bookcase in the background."
R3T9aydLtEg#114360,An elderly white man with a cheerful facial expression. He is bald and his eyes are black. The man is wearing a blue turtleneck shirt. He is in a room with a gray curtain in the background.,An elderly white man with a cheerful facial expression. He is bald and his eyes are black. The man is wearing a blue turtleneck shirt. He is in a room with a gray curtain in the background.,An elderly white man with a cheerful facial expression. He is bald and his eyes are black. The man is wearing a blue turtleneck shirt. He is in a room with a gray curtain in the background.
OpNgDVqPc3o#47400,"A middle-aged man with dark skin and a serious facial expression. He has short gray hair and black eyes. The man is wearing a blue collared shirt and is sitting in an armchair. He is in an office with bookshelves, chairs and pictures on the white wall in the background.","A middle-aged man with dark skin and a serious facial expression. He has short gray hair and black eyes. The man is wearing a blue collared shirt and is sitting in an armchair. He's in an office with bookshelves, chairs and pictures on the back wall.","A middle-aged man with dark skin and a serious facial expression. He has short gray hair and black eyes. The man is wearing a blue turtleneck shirt and he is sitting in an armchair. He's in an office with bookshelves, chairs and pictures on the back wall."
gBGBkllBMyg#39000,"An elderly man with dark skin and a blank facial expression. He has short gray hair, black eyes and a gray mustache. The man is wearing a white dress shirt with a blue bow tie and a black suit over it, and he is wearing glasses. He's in a room with cushions behind him and pictures on the back wall.","An elderly man with dark skin and a blank facial expression. He has short gray hair, black eyes and a gray mustache. The man is wearing a white dress shirt with a blue bow tie and a black suit over it, and he is wearing glasses. He's in a room with cushions behind him and pictures on the back wall.","An elderly man with dark skin and a blank facial expression. He has short gray hair, black eyes and a gray mustache. The man is wearing a white dress shirt with a blue bow tie and a black suit over it, and he is wearing glasses. He's in a room with cushions behind him and pictures on the back wall."
AprmM4pYI6E#6960,An elderly man with white skin and a sad facial expression. He has straight gray hair and brown eyes. The man is wearing a gray dress shirt with a red tie. He is wearing glasses and white headphones. In the background there is a bookshelf and a white wall.,An elderly man with white skin and a sad facial expression. He has straight gray hair and brown eyes. The man is wearing a gray dress shirt with a red tie. He is wearing glasses and white headphones. In the background there is a bookshelf and a white wall.,An elderly man with white skin and a sad facial expression. He has straight gray hair and brown eyes. The man is wearing a gray dress shirt with a red tie. He is wearing glasses and white headphones. In the background there is a bookshelf and a white wall.
hLe-QIs4XWg#25080,A man with fair skin and a blank facial expression. He has black hair and black eyes. The man is wearing a pink dress shirt and a black suit with a microphone on top. He's in an open space with a statue in the background and a red carpet on the ground.,A man with fair skin and a blank facial expression. He has black hair and black eyes. The man is wearing a pink dress shirt and a black suit with a microphone on top. He's in an open space with a statue in the background and a red carpet on the ground.,A man with fair skin and a serious facial expression. He has black hair and black eyes. The man is wearing a pink dress shirt and a black suit with a microphone on top. He's in an open space with a statue in the background and a red carpet on the ground.
CnYSJn-h1oQ#43920,A white male with blank facial expression. He has straight black hair and black eyes. He is wearing a pink collared shirt and he is wearing glasses. He's in a room with an air conditioner in the ceiling and a picture on the wall.,A white male with blank facial expression. He has straight black hair and black eyes. He is wearing a pink collared shirt and he is wearing glasses. He's in a room with an air conditioner in the ceiling and a picture on the wall.,A white male with blank facial expression. He has straight black hair and black eyes. He is wearing a pink collared shirt and he is wearing glasses. He's in a room with an air conditioner in the ceiling and a picture on the wall.
OpNgDVqPc3o#61680,A middle-aged man with brown skin and a blank facial expression. He is sitting and he has short gray hair and black eyes. The man is wearing a collared shirt with colorful designs. In the background there is a gray painting on the wall.,A middle-aged man with brown skin and a blank facial expression. He is sitting and he has short gray hair and black eyes. The man is wearing a collared shirt with colorful designs. In the background there is a gray painting on the wall.,A middle-aged man with brown skin and a blank facial expression. He is sitting and he has short gray hair and black eyes. The man is wearing a collared shirt with colorful designs. In the background there is a gray painting on the wall.
AprmM4pYI6E#118560,An Asian woman with white skin and a cheerful facial expression. She has long straight black hair and black eyes. The woman is wearing a black shirt and she is wearing white headphones. The background is blurry. .,An Asian woman with white skin and a cheerful facial expression. She has long straight black hair and black eyes. The woman is wearing a black shirt and she is wearing white headphones.,An Asian woman with white skin and a cheerful facial expression. She has long straight black hair and black eyes. The woman is wearing a black tank top and she is wearing white headphones.
LFyIE6KKf58#64080,"A middle-aged man with brown skin and a blank facial expression. He has straight gray hair and black eyes. The man is wearing a white dress shirt and a black suit over it, and he is wearing glasses. He is in an office with pictures and books in the background.","A middle-aged man with brown skin and a blank facial expression. He has straight gray hair and black eyes. The man is wearing a white dress shirt and a black suit over it, and he is wearing glasses. He is in an office with pictures and books in the background.","A middle-aged man with brown skin and a blank facial expression. He has straight gray hair and black eyes. The man is wearing a white dress shirt and a black suit over it, and he is wearing glasses. He is in an office with pictures and books in the background."
w5Ow74kSBIs#21600,"An elderly man with fair skin and a sad facial expression. He has straight gray hair, black eyes and thick eyebrows. He is wearing a black suit and a white dress shirt underneath, and he is wearing white headphones. In the background is a bookcase.","A middle-aged man with fair skin and a sad facial expression. He has straight gray hair, black eyes and thick eyebrows. He is wearing a black suit and a white dress shirt underneath, and he is wearing white headphones. In the background is a bookcase.","A middle-aged man with fair skin and a sad facial expression. He has straight gray hair, black eyes and thick eyebrows. He is wearing a black suit and a white dress shirt underneath, and he is wearing white headphones. In the background is a bookcase."
ZMD_KDTYAu0#91680,A white male with blank facial expression. He has straight black hair and light eyes. The man is wearing a black suit and white dress shirt and he is wearing glasses. He is in an open field with several trees in the background.,A white male with blank facial expression. He has straight black hair and light eyes. The man is wearing a black suit and white dress shirt and he is wearing glasses. He is in an open field with several trees in the background.,A white male with blank facial expression. He has straight black hair and light eyes. The man is wearing a black suit and white dress shirt and he is wearing glasses. He is in an open field with several trees in the background.
J0om0M-oEv0#36720,A woman with white skin and a cheerful facial expression. She has long straight brown hair and black eyes. The woman is wearing a blue blouse and is wearing glasses and makeup. In the background there is a vase of plants and a whiteboard on the yellow wall.,A woman with white skin and a cheerful facial expression. She has long straight brown hair and black eyes. The woman is wearing a blue blouse and is wearing glasses and makeup. In the background there is a vase of plants and a whiteboard on the yellow wall.,A woman with white skin and a cheerful facial expression. She has long straight brown hair and black eyes. The woman is wearing a blue blouse and she is wearing eyeglasses and makeup. In the background there is a vase of plants and a whiteboard on the yellow wall.
mnfJp5iOEy0#20880,"A young Caucasian woman with blank facial expression. She has long wavy brown hair and black eyes. The woman is wearing a beige blouse and is wearing glasses, makeup and black headphones. She is in a room with paintings on the white wall in the background.","A young Caucasian woman with blank facial expression. She has long wavy brown hair and black eyes. The woman is wearing a beige blouse and she is wearing black headphones, makeup and eyeglasses. She is in a room with paintings on the white wall in the background.","A young Caucasian woman with blank facial expression. She has long wavy brown hair and black eyes. The woman is wearing a beige blouse and she is wearing black headphones, makeup and eyeglasses. She is in a room with paintings on the white wall in the background."
gB0w90Xw2bs#148560,A man with brown skin and a blank facial expression. He has short brown hair and black eyes. The man is wearing a black suit and a white dress shirt with blue stripes underneath. He's in an office with a printer in the background.,A man with brown skin and a blank facial expression. He has short brown hair and black eyes. The man is wearing a black suit and a white dress shirt with blue stripes underneath. He's in an office with a printer in the background and a curtain.,A man with brown skin and a blank facial expression. He has short brown hair and black eyes. The man is wearing a black suit and a white dress shirt with blue stripes underneath. He's in an office with a printer in the background and a curtain.
9JAEJErO6VQ#26400,A brown-skinned child with a happy facial expression. He has straight black hair and black eyes. The boy is wearing a gray shirt. In the background there are buildings and a wall with a grid.,A brown-skinned child with a happy facial expression. He has straight black hair and black eyes. The boy is wearing a gray shirt. In the background there are buildings and a wall with a grid.,A brown-skinned child with a happy facial expression. He has straight black hair and black eyes. The boy is wearing a gray sweater. In the background there are buildings and a purple wall with a grid.
Y9Su8e-E7bc#72120,"A fair-skinned man with a blank expression on his face. He has short black hair, brown eyes and a black beard. The man is wearing a white dress shirt and is wearing white glasses and headphones. He is in an office with a bookshelf and a chair in the background.","A fair-skinned man with a blank expression on his face. He has short black hair, brown eyes and a black beard. The man is wearing a white dress shirt and he is wearing glasses and white headphones. He is in an office with a bookshelf and a chair in the background.","A man with fair skin and a blank facial expression. He has short black hair, brown eyes and a black beard. The man is wearing a white dress shirt and he is wearing glasses and white headphones. He is in an office with a bookshelf and a chair in the background."
kftLRZDILZI#6120,"A middle-aged, brown-skinned man with a vacant facial expression. He has short straight gray hair and a gray goatee. The man is wearing a white collared shirt. He is in a large room with several chairs at the back.",A middle-aged man with brown skin and a blank facial expression. He has short straight gray hair and a gray goatee. The man is wearing a white collared shirt. He is in a large room with several chairs at the back.,A middle-aged man with brown skin and a blank facial expression. He has short straight gray hair and a gray goatee. The man is wearing a white collared shirt. The man is in a large room with several chairs in the background.
